Instance                      Max Toggles   Total Toggles   Internal   Switching     Leakage       Total  Percentage    Cell
                              Input Pins    Output Pins     Power      Power         Power         Power  (%)           Name
----------------------------------------------------------------------------------------------------------------------------
molta1_mult_17_n23             1.856e+08   3.648e-15         1.1   0.0004097       0.103 
add_dx_sub_16_carry[9]             2e+08   3.346e-15         1.1   0.0004049      0.1018 
molta1_mult_17_n30             1.611e+08   4.148e-15         1.1   0.0004044      0.1017 
molta1_mult_17_n14             1.611e+08   4.106e-15         1.1   0.0004003      0.1007 
molta1_mult_17_n13             1.611e+08    4.07e-15         1.1   0.0003968      0.0998 
moltb0_mult_17_n6                  2e+08   3.274e-15         1.1   0.0003962     0.09965 
add_sx_add_16_carry[10]        1.996e+08    3.28e-15         1.1   0.0003961     0.09963 
moltb1_mult_17_n30             1.611e+08   4.058e-15         1.1   0.0003957     0.09951 
ff[5]                          1.031e+08   6.336e-15         1.1   0.0003954     0.09943 
moltb0_mult_17_n4                  2e+08   3.265e-15         1.1    0.000395     0.09936 
add_sx_sub_16_carry[10]            2e+08   3.257e-15         1.1   0.0003941     0.09912 
moltb0_mult_17_n9                  2e+08    3.24e-15         1.1   0.0003921     0.09861 
FE_DBTN0_v_old_5               8.251e+07   7.849e-15         1.1   0.0003918     0.09855 
molta1_mult_17_n28             1.611e+08   4.008e-15         1.1   0.0003908     0.09829 
add_sx_sub_16_carry[13]            2e+08   3.226e-15         1.1   0.0003904     0.09818 
add_sx_sub_16_carry[12]            2e+08   3.222e-15         1.1   0.0003899     0.09806 
v_old[2]                       8.251e+07   7.797e-15         1.1   0.0003892     0.09789 
add_dx_add_16_carry[9]             2e+08   3.213e-15         1.1   0.0003888     0.09779 
moltb1_mult_17_n28             1.611e+08   3.987e-15         1.1   0.0003887     0.09777 
moltb1_mult_17_n13             1.611e+08    3.96e-15         1.1   0.0003861     0.09711 
moltb1_mult_17_n14             1.611e+08   3.956e-15         1.1   0.0003857       0.097 
add_sx_sub_16_carry[9]             2e+08   3.184e-15         1.1   0.0003853     0.09689 
moltb1_mult_17_n2                  2e+08   3.156e-15         1.1   0.0003819     0.09604 
moltb0_mult_17_n26                 2e+08   3.131e-15         1.1   0.0003789     0.09529 
molta1_mult_17_n2                  2e+08   3.128e-15         1.1   0.0003785      0.0952 
moltb1_mult_17_n5                  2e+08   3.125e-15         1.1   0.0003781     0.09509 
moltb1_mult_17_n6                  2e+08    3.12e-15         1.1   0.0003775     0.09495 
moltb0_mult_17_n22                 2e+08   3.101e-15         1.1   0.0003752     0.09436 
molta1_mult_17_n4                  2e+08   3.096e-15         1.1   0.0003746     0.09422 
add_sx_add_16_carry[11]            2e+08   3.085e-15         1.1   0.0003733     0.09388 
add_sx_add_16_carry[12]            2e+08   3.076e-15         1.1   0.0003721      0.0936 
add_sx_sub_16_carry[11]            2e+08    3.07e-15         1.1   0.0003715     0.09342 
add_dx_sub_16_carry[14]            2e+08    3.06e-15         1.1   0.0003703     0.09313 
add_dx_sub_16_carry[10]            2e+08   3.057e-15         1.1   0.0003699     0.09302 
moltb0_mult_17_n21                 2e+08   3.042e-15         1.1   0.0003681     0.09259 
add_dx_add_16_carry[11]            2e+08   3.039e-15         1.1   0.0003677     0.09249 
moltb1_mult_17_n27             1.602e+08   3.788e-15         1.1   0.0003672     0.09235 
add_dx_sub_16_carry[7]             2e+08   3.032e-15         1.1   0.0003668     0.09226 
add_dx_add_16_carry[8]             2e+08   3.029e-15         1.1   0.0003665     0.09217 
add_dx_sub_16_carry[12]            2e+08   3.024e-15         1.1   0.0003659     0.09203 
add_sx_add_16_carry[14]            2e+08   3.018e-15         1.1   0.0003652     0.09185 
add_dx_sub_16_carry[6]         1.944e+08   3.103e-15         1.1    0.000365     0.09179 
add_dx_sub_16_carry[11]            2e+08    3.01e-15         1.1   0.0003642     0.09161 
moltb0_mult_17_n8                  2e+08    3.01e-15         1.1   0.0003642      0.0916 
moltb0_mult_17_n2                  2e+08   3.001e-15         1.1   0.0003631     0.09132 
molta1_mult_17_n142            1.289e+08   4.653e-15         1.1   0.0003629     0.09127 
add_dx_add_16_carry[10]            2e+08   2.997e-15         1.1   0.0003626      0.0912 
add_sx_add_16_carry[13]            2e+08   2.994e-15         1.1   0.0003622      0.0911 
add_dx_sub_16_carry[13]            2e+08   2.992e-15         1.1   0.0003621     0.09106 
add_dx_add_16_carry[7]             2e+08   2.991e-15         1.1   0.0003619     0.09101 
moltb0_mult_17_n152            1.556e+08    3.84e-15         1.1   0.0003614      0.0909 
moltb0_mult_17_n136                2e+08   2.977e-15         1.1   0.0003602     0.09059 
moltb0_mult_17_n41               1.5e+08   3.937e-15         1.1   0.0003573     0.08986 
moltb0_mult_17_n42             1.556e+08   3.795e-15         1.1   0.0003572     0.08985 
add_sx_sub_16_carry[14]            2e+08    2.95e-15         1.1   0.0003569     0.08976 
moltb0_mult_17_n7                  2e+08   2.935e-15         1.1   0.0003552     0.08933 
molta1_mult_17_n5                  2e+08   2.933e-15         1.1   0.0003549     0.08927 
moltb0_mult_17_n5                  2e+08   2.926e-15         1.1    0.000354     0.08905 
add_dx_add_16_carry[14]            2e+08   2.924e-15         1.1   0.0003538     0.08898 
moltb0_mult_17_n52                 2e+08   2.923e-15         1.1   0.0003537     0.08895 
moltb0_mult_17_n3                  2e+08   2.911e-15         1.1   0.0003522     0.08858 
moltb1_mult_17_n4                  2e+08   2.909e-15         1.1    0.000352     0.08854 
add_dx_sub_16_carry[8]             2e+08   2.906e-15         1.1   0.0003516     0.08844 
add_dx_add_16_carry[13]            2e+08   2.906e-15         1.1   0.0003516     0.08842 
molta1_mult_17_n3                  2e+08   2.892e-15         1.1   0.0003499       0.088 
moltb1_mult_17_n142            1.248e+08   4.632e-15         1.1   0.0003497     0.08794 
moltb1_mult_17_n3                  2e+08   2.874e-15         1.1   0.0003477     0.08746 
add_dx_add_16_carry[12]            2e+08   2.866e-15         1.1   0.0003468     0.08721 
FE_DBTN2_v_old_1               8.251e+07   6.929e-15         1.1   0.0003459     0.08699 
moltb0_mult_17_n153            1.556e+08   3.674e-15         1.1   0.0003458     0.08697 
moltb0_mult_17_n149            1.556e+08   3.659e-15         1.1   0.0003444     0.08661 
molta1_mult_17_n41             1.248e+08    4.52e-15         1.1   0.0003412     0.08582 
DOUT[5]                        8.251e+07   6.733e-15         1.1   0.0003361     0.08453 
add_sx_add_16_carry[9]         1.834e+08   3.023e-15         1.1   0.0003354     0.08437 
molta1_mult_17_n26             1.611e+08   3.411e-15         1.1   0.0003326     0.08364 
add_sx_sub_16_carry[8]         1.806e+08    3.01e-15         1.1   0.0003288     0.08269 
moltb0_mult_17_n60             1.556e+08   3.421e-15         1.1    0.000322     0.08098 
molta1_mult_17_n44             1.289e+08   4.094e-15         1.1   0.0003193     0.08031 
ff[4]                          8.251e+07   6.364e-15         1.1   0.0003177      0.0799 
moltb1_mult_17_n51             1.289e+08   4.048e-15         1.1   0.0003158     0.07942 
moltb0_mult_17_n40               1.5e+08   3.479e-15         1.1   0.0003157     0.07941 
moltb1_mult_17_n171            1.289e+08   4.008e-15         1.1   0.0003126     0.07862 
add_dx_add_16_carry[6]         1.703e+08   3.029e-15         1.1   0.0003122     0.07852 
moltb1_mult_17_n44             1.289e+08   3.957e-15         1.1   0.0003087     0.07763 
molta1_mult_17_n135            1.289e+08   3.947e-15         1.1   0.0003079     0.07744 
molta1_mult_17_n51             1.289e+08   3.941e-15         1.1   0.0003074     0.07731 
moltb1_mult_17_n135            1.248e+08   4.013e-15         1.1   0.0003029     0.07619 
moltb1_mult_17_n45             1.289e+08    3.88e-15         1.1   0.0003026     0.07611 
moltb1_mult_17_n26             1.611e+08   3.074e-15         1.1   0.0002997     0.07539 
molta1_mult_17_n171            1.289e+08   3.815e-15         1.1   0.0002975     0.07484 
molta1_mult_17_n45             1.289e+08   3.782e-15         1.1    0.000295     0.07419 
molta1_mult_17_n21             1.611e+08   2.993e-15         1.1   0.0002918     0.07339 
add_sx_sub_16_n10              1.289e+08   3.727e-15         1.1   0.0002907     0.07312 
moltb1_mult_17_n47             1.289e+08   3.721e-15         1.1   0.0002902       0.073 
molta1_mult_17_n22             1.611e+08   2.974e-15         1.1     0.00029     0.07294 
molta1_mult_17_n132            1.289e+08   3.705e-15         1.1   0.0002889     0.07267 
molta1_mult_17_n53             1.289e+08   3.688e-15         1.1   0.0002876     0.07235 
moltb1_mult_17_n22             1.611e+08   2.947e-15         1.1   0.0002873     0.07225 
moltb1_mult_17_n21             1.611e+08   2.934e-15         1.1   0.0002861     0.07195 
add_dx_sub_16_n9               1.289e+08   3.665e-15         1.1   0.0002859      0.0719 
moltb1_mult_17_n132            1.248e+08   3.786e-15         1.1   0.0002858     0.07188 
add_sx_sub_16_n9               1.289e+08   3.662e-15         1.1   0.0002856     0.07183 
DOUT[7]                        8.251e+07   5.696e-15         1.1   0.0002843     0.07151 
molta1_mult_17_n47             1.289e+08    3.62e-15         1.1   0.0002823     0.07101 
add_sx_add_16_carry[8]         1.548e+08   3.008e-15         1.1   0.0002817     0.07084 
moltb0_mult_17_n29             1.294e+08   3.585e-15         1.1   0.0002806     0.07057 
moltb1_mult_17_n170            1.289e+08   3.542e-15         1.1   0.0002763     0.06948 
moltb1_mult_17_n53             1.289e+08   3.531e-15         1.1   0.0002754     0.06927 
molta1_mult_17_n170            1.289e+08   3.497e-15         1.1   0.0002728      0.0686 
DOUT[6]                        6.674e+07   6.732e-15         1.1   0.0002718     0.06837 
molta1_mult_17_n6              1.474e+08   3.022e-15         1.1   0.0002695     0.06777 
DOUT[9]                        8.251e+07   5.385e-15         1.1   0.0002688     0.06761 
moltb0_mult_17_n154            1.945e+08   2.285e-15         1.1   0.0002688      0.0676 
add_dx_N30                         2e+08   2.209e-15         1.1   0.0002673     0.06722 
moltb1_mult_17_n57             1.031e+08    4.28e-15         1.1   0.0002671     0.06717 
add_dx_N31                         2e+08   2.207e-15         1.1    0.000267     0.06716 
add_sx_n35                     1.734e+08   2.544e-15         1.1   0.0002669     0.06714 
molta1_mult_17_n40             1.248e+08   3.531e-15         1.1   0.0002666     0.06705 
molta1_mult_17_n133            1.271e+08   3.466e-15         1.1   0.0002665     0.06702 
molta1_mult_17_n59             1.031e+08   4.239e-15         1.1   0.0002645     0.06652 
add_dx_N29                         2e+08   2.168e-15         1.1   0.0002623     0.06598 
moltb0_mult_17_n161                2e+08   2.148e-15         1.1   0.0002599     0.06536 
add_dx_N16                         2e+08   2.141e-15         1.1   0.0002591     0.06517 
molta1_mult_17_n57             1.031e+08    4.14e-15         1.1   0.0002583     0.06497 
DOUT[8]                        8.251e+07   5.172e-15         1.1   0.0002582     0.06494 
add_dx_N28                         2e+08    2.12e-15         1.1   0.0002566     0.06453 
moltb1_mult_17_n56             1.031e+08     4.1e-15         1.1   0.0002558     0.06434 
add_dx_N22                         2e+08   2.112e-15         1.1   0.0002556     0.06427 
add_sx_n33                         2e+08   2.106e-15         1.1   0.0002548     0.06409 
moltb1_mult_17_n174            1.031e+08   4.056e-15         1.1   0.0002531     0.06365 
add_dx_N23                         2e+08   2.091e-15         1.1    0.000253     0.06364 
moltb1_mult_17_n59             1.031e+08   4.053e-15         1.1   0.0002529     0.06361 
add_dx_N27                         2e+08    2.09e-15         1.1   0.0002529      0.0636 
DOUT[10]                       8.251e+07   5.045e-15         1.1   0.0002519     0.06334 
molta1_mult_17_n42             1.031e+08   4.034e-15         1.1   0.0002517      0.0633 
molta1_mult_17_n8               1.33e+08    3.08e-15         1.1   0.0002479     0.06236 
data_in_temp[13]               2.578e+07   1.582e-14         1.1   0.0002468     0.06208 
add_sx_n24                         2e+08   2.018e-15         1.1   0.0002442     0.06142 
add_dx_N14                         2e+08   2.018e-15         1.1   0.0002441      0.0614 
add_dx_N12                         2e+08   2.013e-15         1.1   0.0002436     0.06127 
add_dx_N21                     1.945e+08   2.057e-15         1.1    0.000242     0.06087 
DOUT[11]                       8.251e+07   4.833e-15         1.1   0.0002412     0.06067 
add_dx_N25                         2e+08   1.992e-15         1.1    0.000241     0.06062 
add_dx_add_16_carry[5]         1.057e+08    3.76e-15         1.1   0.0002404     0.06046 
add_dx_N24                         2e+08   1.986e-15         1.1   0.0002403     0.06044 
add_dx_N15                         2e+08   1.982e-15         1.1   0.0002398      0.0603 
molta1_mult_17_n136            1.271e+08   3.118e-15         1.1   0.0002397     0.06029 
add_sx_N30                         2e+08   1.976e-15         1.1   0.0002391     0.06014 
molta1_mult_17_n56             1.031e+08   3.812e-15         1.1   0.0002378     0.05982 
molta1_mult_17_n7              1.353e+08   2.901e-15         1.1   0.0002375     0.05974 
add_sx_sub_16_carry[7]         1.267e+08   3.098e-15         1.1   0.0002374     0.05972 
moltb1_mult_17_n48             1.031e+08     3.8e-15         1.1   0.0002371     0.05964 
add_dx_N26                         2e+08   1.951e-15         1.1   0.0002361     0.05939 
molta1_mult_17_n138            1.031e+08   3.775e-15         1.1   0.0002355     0.05924 
moltb1_mult_17_n54             1.031e+08    3.76e-15         1.1   0.0002346     0.05901 
add_dx_N9                          2e+08   1.916e-15         1.1   0.0002318      0.0583 
DOUT[13]                       8.251e+07   4.631e-15         1.1   0.0002311     0.05813 
moltb1_mult_17_n7              1.295e+08   2.949e-15         1.1    0.000231     0.05811 
moltb1_mult_17_n173            1.031e+08   3.682e-15         1.1   0.0002297     0.05778 
moltb1_mult_17_n52             1.289e+08   2.945e-15         1.1   0.0002297     0.05777 
add_dx_n41                         2e+08   1.894e-15         1.1   0.0002292     0.05765 
add_dx_N13                         2e+08   1.888e-15         1.1   0.0002285     0.05747 
add_dx_n40                         2e+08   1.881e-15         1.1   0.0002276     0.05724 
add_dx_N7                          2e+08   1.879e-15         1.1   0.0002274      0.0572 
add_dx_n35                         2e+08    1.87e-15         1.1   0.0002263     0.05692 
add_dx_N11                         2e+08   1.869e-15         1.1   0.0002262     0.05689 
moltb0_mult_17_n144                2e+08   1.867e-15         1.1   0.0002259     0.05681 
add_dx_sub_16_n10              1.031e+08   3.619e-15         1.1   0.0002258      0.0568 
add_sx_N12                         2e+08   1.866e-15         1.1   0.0002258     0.05678 
molta1_mult_17_n52             1.289e+08   2.892e-15         1.1   0.0002255     0.05672 
add_dx_n42                         2e+08   1.863e-15         1.1   0.0002255     0.05671 
add_sx_N10                         2e+08   1.862e-15         1.1   0.0002252     0.05665 
moltb1_mult_17_n58             1.031e+08    3.61e-15         1.1   0.0002252     0.05665 
add_dx_N10                         2e+08    1.86e-15         1.1    0.000225     0.05659 
add_dx_n22                         2e+08   1.851e-15         1.1   0.0002239     0.05632 
molta1_mult_17_n58             1.031e+08   3.583e-15         1.1   0.0002236     0.05622 
add_dx_n34                         2e+08    1.84e-15         1.1   0.0002226     0.05599 
DOUT_temp_6                        2e+08   1.839e-15         1.1   0.0002225     0.05596 
add_dx_n20                         2e+08   1.839e-15         1.1   0.0002225     0.05596 
add_dx_n43                         2e+08   1.834e-15         1.1   0.0002219     0.05582 
add_dx_n21                         2e+08   1.832e-15         1.1   0.0002217     0.05576 
add_sx_N15                         2e+08   1.826e-15         1.1   0.0002209     0.05556 
moltb1_mult_17_n8              1.141e+08   3.197e-15         1.1   0.0002206     0.05548 
add_sx_N13                         2e+08    1.82e-15         1.1   0.0002202     0.05538 
DOUT[12]                       8.251e+07   4.402e-15         1.1   0.0002198     0.05527 
add_dx_n44                         2e+08   1.815e-15         1.1   0.0002196     0.05522 
add_sx_n25                         2e+08   1.814e-15         1.1   0.0002195     0.05522 
moltb1_mult_17_n133            1.047e+08   3.458e-15         1.1    0.000219     0.05507 
add_sx_N9                          2e+08     1.8e-15         1.1   0.0002179     0.05479 
add_sx_N28                         2e+08   1.777e-15         1.1    0.000215     0.05407 
add_dx_n39                     1.945e+08   1.826e-15         1.1   0.0002148     0.05404 
add_sx_N11                         2e+08   1.774e-15         1.1   0.0002146     0.05397 
add_sx_N14                         2e+08   1.764e-15         1.1   0.0002135     0.05368 
DOUT_temp_9                        2e+08   1.757e-15         1.1   0.0002126     0.05348 
DOUT_temp_13                       2e+08   1.753e-15         1.1   0.0002121     0.05333 
molta1_mult_17_n25             8.127e+07   4.312e-15         1.1    0.000212     0.05332 
add_dx_N8                          2e+08    1.75e-15         1.1   0.0002117     0.05325 
DOUT_temp_12                       2e+08   1.744e-15         1.1    0.000211     0.05307 
molta1_mult_17_n60             1.031e+08    3.37e-15         1.1   0.0002102     0.05288 
DOUT_temp_11                       2e+08   1.735e-15         1.1   0.0002099     0.05279 
DOUT_temp_10                       2e+08   1.733e-15         1.1   0.0002097     0.05273 
DOUT_temp_7                        2e+08    1.73e-15         1.1   0.0002093     0.05265 
DOUT_temp_5                        2e+08   1.728e-15         1.1   0.0002091     0.05259 
add_dx_sub_16_carry[5]         1.057e+08    3.25e-15         1.1   0.0002078     0.05226 
DOUT_temp_4                    1.945e+08   1.759e-15         1.1    0.000207     0.05205 
moltb0_mult_17_n174                2e+08    1.71e-15         1.1   0.0002069     0.05204 
moltb0_mult_17_n173                2e+08    1.71e-15         1.1   0.0002069     0.05204 
moltb1_mult_17_n138            9.179e+07   3.634e-15         1.1   0.0002018     0.05075 
add_dx_N6                      1.945e+08   1.697e-15         1.1   0.0001996     0.05021 
add_sx_N16                         2e+08   1.643e-15         1.1   0.0001989     0.05001 
DOUT_temp_8                        2e+08   1.614e-15         1.1   0.0001953     0.04911 
moltb0_mult_17_n143            1.699e+08   1.884e-15         1.1   0.0001937     0.04871 
add_dx_sub_16_n11              8.251e+07   3.782e-15         1.1   0.0001888     0.04748 
moltb1_mult_17_n149            8.251e+07   3.761e-15         1.1   0.0001878     0.04722 
molta1_mult_17_n160            8.251e+07   3.753e-15         1.1   0.0001874     0.04712 
moltb1_mult_17_n152            8.251e+07   3.752e-15         1.1   0.0001873      0.0471 
molta1_mult_17_n152            8.251e+07   3.748e-15         1.1   0.0001871     0.04706 
molta1_mult_17_n153            8.251e+07   3.733e-15         1.1   0.0001863     0.04687 
add_sx_n27                     1.547e+08   1.991e-15         1.1   0.0001863     0.04686 
moltb0_mult_17_n25             7.657e+07   4.001e-15         1.1   0.0001853     0.04661 
moltb1_mult_17_n150            8.251e+07   3.695e-15         1.1   0.0001844     0.04639 
molta1_mult_17_n166            8.251e+07   3.685e-15         1.1   0.0001839     0.04626 
add_sx_N7                      1.547e+08   1.959e-15         1.1   0.0001834     0.04612 
moltb1_mult_17_n151            8.251e+07   3.665e-15         1.1   0.0001829     0.04601 
molta1_mult_17_n27             7.795e+07   3.877e-15         1.1   0.0001828     0.04599 
molta1_mult_17_n149            8.251e+07   3.662e-15         1.1   0.0001828     0.04598 
molta1_mult_17_n172            8.251e+07   3.659e-15         1.1   0.0001826     0.04594 
molta1_mult_17_n150            8.251e+07   3.651e-15         1.1   0.0001822     0.04584 
molta1_mult_17_n162            8.251e+07    3.65e-15         1.1   0.0001822     0.04582 
add_sx_add_16_carry[7]         1.013e+08   2.974e-15         1.1   0.0001822     0.04582 
molta1_mult_17_n167            8.251e+07   3.646e-15         1.1    0.000182     0.04577 
moltb1_mult_17_n136            1.047e+08   2.857e-15         1.1   0.0001809      0.0455 
molta1_mult_17_n10             1.013e+08    2.95e-15         1.1   0.0001808     0.04548 
moltb1_mult_17_n153            8.251e+07   3.622e-15         1.1   0.0001808     0.04548 
moltb1_mult_17_n42             8.251e+07   3.605e-15         1.1   0.0001799     0.04526 
add_sx_N8                      1.611e+08   1.842e-15         1.1   0.0001796     0.04517 
add_sx_n26                     1.611e+08    1.84e-15         1.1   0.0001794     0.04512 
moltb1_mult_17_n164            8.251e+07   3.587e-15         1.1    0.000179     0.04503 
molta1_mult_17_n159            8.251e+07   3.586e-15         1.1    0.000179     0.04503 
molta1_mult_17_n145            8.251e+07   3.586e-15         1.1    0.000179     0.04502 
molta1_mult_17_n165            8.251e+07   3.582e-15         1.1   0.0001788     0.04497 
moltb1_mult_17_n160            8.251e+07   3.577e-15         1.1   0.0001786     0.04491 
moltb1_mult_17_n158            8.251e+07   3.571e-15         1.1   0.0001782     0.04483 
moltb1_mult_17_n166            8.251e+07   3.564e-15         1.1   0.0001779     0.04475 
moltb1_mult_17_n159            8.251e+07   3.552e-15         1.1   0.0001773     0.04459 
moltb1_mult_17_n172            8.251e+07   3.533e-15         1.1   0.0001763     0.04435 
moltb1_mult_17_n9              9.979e+07   2.918e-15         1.1   0.0001761      0.0443 
moltb1_mult_17_n167            8.251e+07   3.521e-15         1.1   0.0001758     0.04421 
moltb1_mult_17_n145            8.251e+07   3.495e-15         1.1   0.0001745     0.04388 
moltb1_mult_17_n165            8.251e+07    3.48e-15         1.1   0.0001737     0.04368 
moltb1_mult_17_n29             7.795e+07   3.683e-15         1.1   0.0001737     0.04368 
moltb1_mult_17_n162            8.251e+07    3.45e-15         1.1   0.0001722     0.04331 
molta1_mult_17_n29             7.804e+07   3.623e-15         1.1    0.000171     0.04302 
add_sx_sub_16_carry[6]         8.864e+07   3.066e-15         1.1   0.0001644     0.04136 
DOUT[4]                        4.231e+07   6.397e-15         1.1   0.0001637     0.04118 
moltb1_mult_17_n41             6.332e+07   4.173e-15         1.1   0.0001598      0.0402 
molta1_mult_17_n143            1.416e+08   1.826e-15         1.1   0.0001564     0.03934 
v[0]                           1.556e+08    1.66e-15         1.1   0.0001562     0.03929 
moltb0_mult_17_n10             7.779e+07   3.063e-15         1.1   0.0001441     0.03625 
molta1_mult_17_n161            1.271e+08   1.874e-15         1.1   0.0001441     0.03623 
reg_DOUT_n77                   1.083e+08   2.188e-15         1.1   0.0001433     0.03605 
molta1_mult_17_n144            1.271e+08   1.863e-15         1.1   0.0001432     0.03603 
moltb1_mult_17_n143            1.252e+08   1.872e-15         1.1   0.0001418     0.03566 
molta1_mult_17_n154            1.031e+08   2.218e-15         1.1   0.0001384     0.03482 
moltb1_mult_17_n60             6.833e+07   3.314e-15         1.1    0.000137     0.03446 
moltb1_mult_17_n161            1.047e+08   2.126e-15         1.1   0.0001346     0.03385 
reg_DOUT_n84                   1.078e+08   2.042e-15         1.1   0.0001332      0.0335 
reg_DOUT_n81                   1.083e+08   2.027e-15         1.1   0.0001328     0.03339 
moltb1_mult_17_n40             6.332e+07   3.447e-15         1.1    0.000132     0.03321 
data_in_temp[10]               2.578e+07   8.378e-15         1.1   0.0001307     0.03287 
data_in_temp[2]                2.578e+07   8.274e-15         1.1   0.0001291     0.03246 
del_n3                         1.083e+08   1.961e-15         1.1   0.0001284     0.03229 
data_in_temp[6]                2.578e+07   8.156e-15         1.1   0.0001272       0.032 
data_in_temp[5]                2.578e+07   8.107e-15         1.1   0.0001265      0.0318 
data_in_temp[3]                2.578e+07   8.096e-15         1.1   0.0001263     0.03176 
data_in_temp[9]                2.578e+07    8.09e-15         1.1   0.0001262     0.03174 
data_in_temp[8]                2.578e+07   8.072e-15         1.1   0.0001259     0.03167 
data_in_temp[12]               2.578e+07   8.024e-15         1.1   0.0001252     0.03148 
data_in_temp[11]               2.578e+07   8.005e-15         1.1   0.0001249      0.0314 
data_in_temp[7]                2.578e+07   7.992e-15         1.1   0.0001247     0.03136 
moltb1_mult_17_n154            9.179e+07   2.221e-15         1.1   0.0001234     0.03103 
reg_DOUT_n78                   1.083e+08   1.883e-15         1.1   0.0001233     0.03102 
data_in_temp[1]                2.578e+07   7.884e-15         1.1    0.000123     0.03093 
reg_DOUT_n76                   1.083e+08   1.864e-15         1.1   0.0001221      0.0307 
data_in_temp[4]                2.578e+07   7.792e-15         1.1   0.0001215     0.03057 
moltb1_mult_17_n144            1.047e+08   1.911e-15         1.1    0.000121     0.03044 
reg_DOUT_n83                   1.083e+08   1.842e-15         1.1   0.0001206     0.03034 
reg_DOUT_n79                   1.083e+08    1.84e-15         1.1   0.0001205      0.0303 
reg_DOUT_n80                   1.083e+08   1.835e-15         1.1   0.0001202     0.03022 
add_sx_add_16_carry[6]         6.649e+07   2.951e-15         1.1   0.0001187     0.02986 
reg_DOUT_n85                   1.055e+08   1.844e-15         1.1   0.0001177      0.0296 
del_n1                         1.083e+08   1.795e-15         1.1   0.0001175     0.02956 
del_n2                         1.083e+08    1.79e-15         1.1   0.0001173     0.02949 
del_n4                         9.495e+07   2.024e-15         1.1   0.0001162     0.02924 
reg_DOUT_n82                   1.082e+08   1.765e-15         1.1   0.0001156     0.02907 
reg_DOUT_n48                   1.209e+08    1.45e-15         1.1   0.0001061     0.02667 
reg_DOUT_n49                   1.209e+08   1.403e-15         1.1   0.0001026     0.02582 
reg_DOUT_n52                   1.209e+08    1.38e-15         1.1    0.000101     0.02539 
del_n9                         8.251e+07   1.999e-15         1.1   9.977e-05     0.02509 
v_old[0]                       8.251e+07    1.99e-15         1.1   9.934e-05     0.02499 
del_n7                         8.251e+07   1.979e-15         1.1    9.88e-05     0.02485 
del_n8                         8.251e+07   1.968e-15         1.1   9.825e-05     0.02471 
reg_DOUT_n64                   8.251e+07   1.956e-15         1.1   9.763e-05     0.02456 
del_n5                         8.604e+07   1.866e-15         1.1   9.714e-05     0.02443 
reg_DOUT_n65                   8.251e+07   1.946e-15         1.1   9.712e-05     0.02443 
reg_DOUT_n67                   8.251e+07   1.937e-15         1.1   9.669e-05     0.02432 
del_n10                        8.251e+07   1.932e-15         1.1   9.644e-05     0.02426 
del_n12                        8.251e+07   1.927e-15         1.1   9.619e-05     0.02419 
reg_DOUT_n70                   8.251e+07   1.918e-15         1.1   9.576e-05     0.02408 
reg_DOUT_n68                   8.251e+07   1.916e-15         1.1   9.563e-05     0.02405 
del_n11                        8.251e+07   1.914e-15         1.1   9.556e-05     0.02403 
del_n6                         8.604e+07   1.834e-15         1.1   9.546e-05     0.02401 
reg_DOUT_n66                   8.251e+07    1.91e-15         1.1   9.534e-05     0.02398 
reg_DOUT_n50                   1.209e+08    1.29e-15         1.1   9.436e-05     0.02373 
molta1_mult_17_n9              5.377e+07   2.888e-15         1.1   9.396e-05     0.02363 
del_n17                        1.049e+08   1.469e-15         1.1   9.326e-05     0.02346 
reg_DOUT_n63                   8.251e+07   1.856e-15         1.1   9.265e-05      0.0233 
reg_DOUT_n62                   8.251e+07   1.829e-15         1.1   9.132e-05     0.02297 
reg_DOUT_n51                   1.209e+08   1.245e-15         1.1   9.105e-05      0.0229 
reg_DOUT_n53                   1.137e+08   1.319e-15         1.1   9.074e-05     0.02282 
molta1_mult_17_n163            8.251e+07   1.795e-15         1.1   8.962e-05     0.02254 
molta1_mult_17_n156            8.251e+07   1.784e-15         1.1   8.906e-05      0.0224 
reg_DOUT_n56                   1.053e+08   1.384e-15         1.1   8.819e-05     0.02218 
molta1_mult_17_n169            8.274e+07   1.745e-15         1.1   8.734e-05     0.02197 
del_n16                        1.041e+08   1.379e-15         1.1   8.681e-05     0.02183 
reg_DOUT_n54                   1.025e+08   1.381e-15         1.1   8.569e-05     0.02155 
molta1_mult_17_n168            8.274e+07     1.7e-15         1.1   8.511e-05     0.02141 
del_n18                        1.056e+08   1.331e-15         1.1   8.507e-05      0.0214 
moltb1_mult_17_n25             3.346e+07   4.154e-15         1.1   8.409e-05     0.02115 
reg_DOUT_n69                   6.674e+07    1.83e-15         1.1   7.388e-05     0.01858 
del_n14                        8.486e+07   1.385e-15         1.1   7.109e-05     0.01788 
data_in_temp[0]                2.578e+07   4.474e-15         1.1   6.979e-05     0.01755 
del_n15                        9.225e+07   1.223e-15         1.1   6.824e-05     0.01716 
Vout                            1.65e+07   6.555e-15         1.1   6.544e-05     0.01646 
del_n13                        8.399e+07   1.282e-15         1.1   6.513e-05     0.01638 
Vout_int                        1.65e+07   6.143e-15         1.1   6.133e-05     0.01542 
reg_DOUT_n55                   6.674e+07   1.411e-15         1.1   5.699e-05     0.01433 
moltb1_mult_17_n10             3.073e+07   3.047e-15         1.1   5.665e-05     0.01425 
